num|nb_reactions|nb_commentaires|text_post
527|0|0|L'heure est aux efforts collectifs, ça veut dire pour TOUT le monde.Mais comme l'égoïsme et l'indifférence prédominent, les lois restrictives vont se mettre en place, j'aurais préféré une prise de conscience individuelle, mais ça reste utopique, 🙄
528|1|0|La centrale a charbon ouverte par les Allemands en septembre 2021 rejette en GES l équivalent de toute l aviation civile française chaque année. Donc oui a l interdiction des jets privés mais juste pour se donner bonne conscience et non pour un quelconque impact sur le climat.
529|1|1|Fort heureusement, ces personnes ont des compétences certes pointues, mais plutôt transverses. Le personnel de bord sera probablement le plus difficile à recaser et des accompagnements spécifiques les concernant devront être mis en place, cela ne fait aucun doute, mais les techniciens sont avant tout: - Des soudeurs/métallurgistes- Des électroniciens- Des programmeurs- Des énergéticiens (pas les mecs qui font des passes avec les mains hein ^^)Quand aux personnels chargés de ravitailler les avions, faire le plein, charger/décharger  les bagages etc, leurs compétences peuvent être utiles aussi ailleurs.
530|1|0|Fort heureusement, ces personnes ont des compétences certes pointues, mais plutôt transverses. Le personnel de bord sera probablement le plus difficile à recaser et des accompagnements spécifiques les concernant devront être mis en place, cela ne fait aucun doute, mais les techniciens sont avant tout: - Des soudeurs/métallurgistes- Des électroniciens- Des programmeurs- Des énergéticiens (pas les mecs qui font des passes avec les mains hein ^^)Quand aux personnels chargés de ravitailler les avions, faire le plein, charger/décharger  les bagages etc, leurs compétences peuvent être utiles aussi ailleurs.
531|1|0|hashtag#ThomasWagner, d'accord avec vous. Et si l'on décidait aussi de transférer dans des bâtiments modernes les ministères, en dehors des passoires énergétiques que sont les vieux bâtiments, comme ce fut le cas en son temps pour le ministère des finances,  transféré du Louvre à Bercy ? Et pourquoi pas aussi le siège de la Présidence de la République,  l'Assemblée Nationale, le Sénat ? Tous ces beaux bâtiments deviendraient des musées,  attirant des touristes, avec un droit d'entrée finançant leur rénovation ? Et notre organisation administrative pourrait être rénovée dans le même temps. L'excédent de surface de bureaux le permettrait. Et les économies énergétiques, calculées par hashtag#JeanMarcJancovici par exemple, pourraient être utiles.
532|0|0|Bien envoyé ! 👏
533|0|0|Un jour, la Terre prendra sa revanche sur l'Homme ! Comme tant de films ont pu l'illustrer, de violents tsunamis, les volcans qui cracheront plus que jamais leur lave sur l'idiotie de l'Homme. Et ce jour-là peut-être qu'enfin l'Homme comprendra ce qu'il a fait ! J'espère être morte d'ici là tellement tout est devenu trop moche ! Et tellement l'Homme est devenu égoïste !
534|0|1|Et bien  pour une raison simple : rien (mais rien) ne produit autant d’énergie en aussi peu de volume/poids que le bon vieux kérosène. Lisez la BD de Jancovici pour comprendre pourquoi. 😉 
535|0|0|Et bien  pour une raison simple : rien (mais rien) ne produit autant d’énergie en aussi peu de volume/poids que le bon vieux kérosène. Lisez la BD de Jancovici pour comprendre pourquoi. 😉 
536|4|0| Ce type de mesure est essentiel quand on sait que l'empreinte carbone des jets privés est 5 à 14 fois supérieure à celle des vols commerciaux. De manière générale, c'est notre rapport à l'avion qui doit être repensé et il convient de limiter au maximum son utilisation.
537|3|0|On aborde ensuite les résidences de luxe sur les mers ? 
538|0|0|Pour moi, à part faire fuire les plus riches à s’installer et faire du business ailleurs qu’en France ( déjà que les taxes font que la France n’est pas un pays très attirant…) je ne vois pas ce qui changerait…
539|0|0|Et si l’on évoquait les Paquebots et les porte-containers !!
540|0|0| 😮‍💨
541|17|9|Vous parlez d'ordre de grandeur. Ce député pourrait proposer, si le lit de la Loire était à sec, que les Français s'alignent sur ses berges pour reconstituer le flux du fleuve par des besoins naturels.
542|10|0|Ahhhh les khmers verts ça faisait longtemps ♥️
543|3|0| tellement déçu.. même pas les ayatollah vert.. il doit se modérer..
544|4|0| Tout se perd …. Même pas un petit « pastèque », « islamo gauchiste » ou autre « wokiste déconstruit » …. ☹️
545|0|0|Ce n est pas avec Arnaud ou pinaud non plus qu on va sauver ma planète  . Comment ils font faire pour expliquer à leurs employés qu il faut baisser le chauffage ? 
546|1|0|Bonjour, "whataboutisme".Donc tenter d'agir sur les 80% de la loi de Pareto, c'est une fausse piste ?
547|2|0| passer 80% de son temps à lutter contre des symboles qui mis bout à bout doivent à peine peser pour 1% des émissions de CO2 et encore je suis généreux…. J’appelle ça une drôle de définition de Pareto ! 😉
548|0|0| justement, loi de Pareto  je vous en prie, dites moi en quoi les jets privés sont "acceptables" dans la somme de l'empreinte de leurs utilisateurs. Mais il me semble qu'en général, les ecolos sont plus attablés à taper sur l'usage systématique de grosses cylindrées parce que ça fait bon genre, la consommation au sens large, la mode du jetable, les revenus absurdes, et les garages remplis de mille et uns véhicules tous plus inutiles les uns que les autres.Non, c'est vrai, avoir conscience qu'on a tous des changements de consommation et de société à faire, ça concerne tout le monde, sauf les plus riches. Après tout, ils ne sont que quelques pourcents, ils n'ont pas un bien gros impact (si. Cf lien)
549|1|0| cette étude publiée par OXFAM (une ONG très indépendante 😅) joue sur les mots… encore faut-il savoir ou vouloir faire ce travail très simple de compréhension : on vous dit que les 1% les plus riches auront une empreinte 30x supérieure… mais à l’échelle planétaire, quelle est leur empreinte ?!  Combien pèse-t-elle ? Tout est question de proportions ! 30 fois rien ça reste rien ! Je ne dis pas qu’il ne faut rien faire, mais s’attaquer aux vrais problème sur lesquels une action aurait de vrais résultats tangibles et mesurables est bien plus efficace que d’attaquer des symboles dont la disparition ne changera pas le cours des choses.Mais ne soyons pas naïfs… Bayou est un politique. Il ne cherche pas à être efficace mais faire des supers coups de com’ pour exister médiatiquement… Et sur celui ci on peut dire qu’il a réussi son coup ! L’environnement….
550|0|0|Vous parlez d'ordre de grandeur. Ce député pourrait proposer, si le lit de la Loire était à sec, que les Français s'alignent sur ses berges pour reconstituer le flux du fleuve par des besoins naturels.
551|0|0|☝🏿Bien!
552|0|0|Mais que pèse la France au niveau mondial ? Quelqu’un a t’il regardé la taille de la France sur un globe? Je ne dit pas qu’il ne faut rien faire, mais les actions environnementales engagées par la France ne sauveront pas le monde.Chine, Inde, US…….????
553|13|7| Je parlais du temps des techniciens justement. Les collectivités ont de moins en moins de ressource à allouer à ces "quick wins" ( entendons nous bien : je suis ici très axé sur les température de chauffage, de clim et la performance énergétique des bâtiments.)Mettons des réalités derrières ces mots: il y a de moins en moins de personnel technique dans les collectivités, il est même désormais courant de voir des villes de taille moyenne sans directeur des services techniques.Dans le domaine de la consommation énergétique, les quick wins sont connus, des politiques nationales existent, il est juste nécessaire d'avoir de la ressource humaine disponible pour appliquer tout ça.Une fois encore je nuance: je ne dis pas que c'est impossible, mais l'organisation de nombreuses collectivités doit être repensée et raisonnée afin que cela soit possible.
554|5|0|C’est étonnant cette guerre des chiffres. Dans les entreprises où tout le monde se targue d’être data driven on fait quoi ? On mesure les choses et on agit en priorité là où on gagne beaucoup en faisant peu. Ça s’appelle les Quick wins, c’est en anglais donc ça doit être aussi bien qu’un jet privé… l’idée ce n’est pas seulement de s’attaquer à ce qui représente beaucoup, l’idée c’est de trouver des actions de court terme, de moyen terme et de long terme. C’est leur cumul qui apporte un bénéfice. Donc les jets privés, les 110kmh, l’interdiction de la clim dans x et x situations, etc. Toutes ces mesures. Si on les liste et qu’on met un gain potentiel en face, on arrive à combien ?
555|0|0|Certes, ça représente peu, mais le citoyen lambda n'aura pas envie de faire des efforts sur son empreinte CO2 alors que d'autres ne font aucun effort car ils ont ses sous. Cfr. les discussions entre rationnement ou taxation. Donc ceci est peut-être un pré-requis pour une évolution culturelle de la société?
556|0|0| Ces quick wins s'additionnent en effet rapidement (bien qu'ils seront loin d'être suffisant, ils peuvent devenir une bien belle motivation).Le problème c'est que bien que ces derniers soient connus de tous, peu de personnes sautent le pas (pour ce qui est les entités publiques: généralement par manque de temps)Pire, désormais quand ces derniers sont mis en avant, on se voit taxer d' "écolo dogmatique qui n'apporte aucune solution" (quand l'interlocuteur est poli).Une des nombreuses solutions: créer un plan d'action avec des actions fléchées et des échéances et s'y tenir (c'est à dire y consacrer des moyens (humains, techniques et financier).
557|0|0| en fait je m’étonne juste que cette obsession des chiffres soit deux poids deux mesures. Effectivement un plan d’actions national est nécessaire et on ne doit pas compter QUE sur les quelques écolos qui postent abondamment sur LI pour réduire les émissions aériennes, les pièces jointes des e-mails, la température de la clim ou du chauffage. Il faut en revanche collecter toutes ces petites actions, les lister et les piloter comme on fait quand on pilote un projet dans une entreprise. Je m’étonne donc que l’école de Chicago ait à ce point transformé l’hôpital par la tarification à l’acte sans être capable de promouvoir la meme approche pour le climat. Je sens de la mauvaise volonté du côté de nos politiques.
558|0|0| De mon humble opinion, je pense que cela demande trop d'investissement en temps et en argent.De plus, actuellement ce ne sont pas les programmes environnementaux qui fédèrent le plus de personnes. Un politique  au temps limité préfèrera se tourner vers des programmes plus "vendeurs".C'est en train de bouger, suite à l'envolée du prix des énergies le problème devient économique en plus d'être écologique. A suivre dans les prochaines années.
559|0|0| qu’est-ce qui demande du temps et de l’argent ? De prendre 5 mesures nationales dont on sait qu’elles sont un levier facile et de publier mensuellement des stats sur leur application et de les corréler mensuellement avec la réduction des GES ? Non ça ne prend pa de temps. Et ça ne coûte rien. Dans la vie il y a les politiques et puis il y a les techniciens. Donc le politique il décide que ces mesures ENSEMBLE sont une bonne idée et puis le technicien il fait. Ca ne prend aucun temps au politique. Les gens n’adhèrent pas à ces idées simples parce que 1/ aucun leader ne les pousse parce qu’elles ne sont pas spectaculaires (mais mises bout à bout elles ont un vrai effet) et 2/ parce qu’on n’a jamais la vue d’ensemble de leur effet.
560|0|0| Je parlais du temps des techniciens justement. Les collectivités ont de moins en moins de ressource à allouer à ces "quick wins" ( entendons nous bien : je suis ici très axé sur les température de chauffage, de clim et la performance énergétique des bâtiments.)Mettons des réalités derrières ces mots: il y a de moins en moins de personnel technique dans les collectivités, il est même désormais courant de voir des villes de taille moyenne sans directeur des services techniques.Dans le domaine de la consommation énergétique, les quick wins sont connus, des politiques nationales existent, il est juste nécessaire d'avoir de la ressource humaine disponible pour appliquer tout ça.Une fois encore je nuance: je ne dis pas que c'est impossible, mais l'organisation de nombreuses collectivités doit être repensée et raisonnée afin que cela soit possible.
561|0|0|Le CO2 émis dans la stratosphère peut y rester pendant des décennies, sans être dérangé par les intempéries. Des systèmes alternatifs de propulsion électrique et à hydrogène sont en cours de développement actif.
562|1|0|C’est tellement naïf ce genre de post. C’est sur que ça arrangera la crise climatique de supprimer les jets. Mais pourquoi on y a pas pensé plus tôt ? C’est logique. Faisons ça. Ouais c’est la faute des jets. Et pis c’est tout.
563|23|15| le problème est qu’il y a passé des heures…
564|0|0| 20 pays a coordonner. Les gens ne se connaissaient pas autrement que par visio. J’ai organisé un sales meeting en France avec un jeu de « speed-dating  transversal» cela a généré 350 millions d’euro de CA supplémentaire simplement parce que les gens ont appris à se connaître et se parler.Aujourd’hui recherche d’investisseur pour une start-up proposant un vrai produit de rupture. Personne ne donnera 15 millions à quelqu’un à qui  on n’a pas serré la main et qu’on n’a pas regardé dans les yeux. Dans quinze jours je pars en chine pour enfin rencontrer un investisseur en stand by depuis trois ans à cause de cela.La Telco ça marche quand on se connaît et qu’on est en confiance. En prospection c’est zéro sauf pour décrocher un RV. Et heureusement au final que notre univers ne soit pas un écran…
565|7|0| Vous ne devez pas être très convaincant/doué en visio alors. L’essentiel chez nous se fait également de cette manière depuis le confinement. Sur 5 continents. Négociations des contrats également. Aucun soucis. Gain de temps, gain d’argent, moins de pollution. Win-Win.
566|8|0| oui oui vous avez la plus grosse rassurez-vous.
567|3|0|"Il faut être partout et les vidéo-conférences ne suffisent pas."Les visio conférences suffisent largement, prétendre le contraire c'est se chercher des excuses bidons. Invoquer le sacro saint "contact humain indispensable pour bien diriger" est une connerie, largement démentie par le télétravail forcé du COVID. Des millions de gens arrivent à faire tourner des entreprises en full remote, les détenteurs de jet privés doivent aussi pouvoir le faire, ils ne le veulent juste pas.
568|0|0|Et puis il faut interdire les élevages d'animaux, les zoos, les corridas, la chasse, les déplacements de longue distance en voiture, l'air conditionnée, les feux de cheminée, les barbecues, etc, etc,...Puis ce seront les baignades en mer car ça pollue, les promenades en forêt car ça dérange la faune et écrase les fleurs, l'alpinisme car ça dérange la faune d'alititude et éride les sols, les piscines municipales car trop consommatrices d'énergie, etc, etc. C'est sans fin... Ecologie = liste interminable d'interdictions = soviétisme marxo-frustrateur.Vous souhaite une agréable semaine...de liberté.Salutations distinguées.
569|4|0| Ils nous volent nos LIBERTÉS ces sales khmers verts pastheques islamogauchistes wokistes !!!! On peut,,, même plus prendre son Jet tranquillement !!! 🤬🤬🤬Une bonne guerre,,, ça les calmerait !! Amitiés sincères….David,,,PTG67
570|0|0|🤏🙄🥱
571|4|0| le Eric a passé 2sec à écrire sa daube et maintenant il la copie colle sous toutes les publications LinkedIn c’est affligeant 😂 hashtag#NosBoomersOntDuTalent
572|0|0| je ne partage pas cet avis:Intégration des nouveaux collaborateurs, interactivité, challenge des objectifs, implication des collaborateurs, sont plus compliqués en visio et surtout si les gens ne se connaissent pas.
573|1|0| félicitations pour ce commentaire qui sort vraiment du lot.Partager une expérience n’est pas frimer. Je donne des arguments c’est tout. Vous êtes jeune alors ouvrez les yeux et les oreilles pour apprendre et comprendre et sortir des idées préconçues.
574|0|0| le problème est qu’il y a passé des heures…
575|0|0|Il est toujours intéressant de se poser des questions et de mettre en débat des faits sociétaux qui concernent l'ensemble de la société.Dans une fin d'équité, si on interdit les vols de jets privés, il faut aussi interdire les Ryanair et Easyjet pour aller passer le weekend en Espagne/Italie (eh oui, pour un aller simple on est à au moins 30 tonnes de CO(2)), il faut aussi interdire de se chauffer au bois (on a facilement des millions de tonnes de CO(2)), interdire d'aller au cinéma avec sa voiture, interdire, interdire et aussi j'oubliais interdire.Sinon, toujours pas d'action sur le problème de base qui est la surpopulation de notre planète, le jour du dépassement est en juillet (l'argument de la mauvaise répartition des ''richesses'' est totalement FAUX), donc plutôt que de contrôle sa prolifération, on va punir, priver et interdire la majorité...L'écologie d'aujourd'hui a semble-t-il "oublié" d'étudier les principes biologiques fondamentaux.
576|2|11| je pense que Bernard Arnaud a fait manger beaucoup plus de monde depuis 50ans que vous. Je me trompe ?Et je pense que son agenda est un peu plus rempli que le miens ou le votre.
577|0|0|Comme cela ? 
578|0|0| oui tout à fait! « l'introduction de l'hydrogène à émissions nulles étant limitée aux avions régionaux et à court rayon d'action, a déclaré Airbus à des responsables de l'Union européenne dans une note publiée jeudi »
579|1|0|100% d’accord 
580|0|0| C'est à dire sur une grande majorité de destinations pour lesquelles le train une alternative raisonnable.
581|0|0| : genre Lyon Couchevel en train?
582|0|0| De toute manière, il n'y aura plus de neige.
583|0|0| : 😂
584|0|0|Je ne comprends pas pourquoi il se limite au jet.Alors qu'il pourrait interdire tous les avions de tourisme et les avions de collection.
585|0|0| : parce que c’est un signe extérieur de richesse. Réussir en France est une honte qu’il faut cacher….
586|0|0| Si réussir c'est rendre la vie sur terre impossible, alors oui il faudrait mieux la cacher..
587|0|0| je pense que Bernard Arnaud a fait manger beaucoup plus de monde depuis 50ans que vous. Je me trompe ?Et je pense que son agenda est un peu plus rempli que le miens ou le votre.
588|0|0|Je pense que l’interdiction sèche n’a peut être pas trop de sens et peut être pas trop de fondement juridique international. Ça devrait surtout être lié aux déplacements en jet au sein de l’UE quand une alternative en train existe + taxer les déplacements en jet pour financer le train. Car soyons lucide : si l’aviation était utilisée surtout par une poignée de plus riches, ce ne serait pas un problème écologique. Donc taxons à fond les jets (et l’aviation en général) pour réduire le coût du train et améliorer l’ensemble du réseau ferroviaire.Ce sera sans doute plus malin et plus efficace qu’une interdiction. Après on peut être dans l’idéologie de la haine des riches mais ce n’est plus l’écologie le sujet alors.
589|3|3|La compensation financière est une connerie. Une fois le CO2 dans l'atmosphère, ça n'est pas le dieu argent qui ira le capter pour nous.
590|1|0|Moi je pensais qu'il suffisait de traverser la rue pour trouver du travail ? 
591|0|0| oui mais on attend toujours de connaitre l'adresse de la rue 🤣
592|0|0|La compensation financière est une connerie. Une fois le CO2 dans l'atmosphère, ça n'est pas le dieu argent qui ira le capter pour nous.
593|1|0|Encore une analyse de haut vol…du même niveau que le post original sur la fiscalisation des supers profits.  Vraiment c’est impressionnant toute cette vivacité intellectuelle…
594|3|1|Idem que pour l interdiction à l échelle mondiale… ils atterrirons sur un aérodrome hors frontière 😬😜
595|0|0|Idem que pour l interdiction à l échelle mondiale… ils atterrirons sur un aérodrome hors frontière 😬😜
596|1|0|Bah comme ça il va fermer Dassault , une grosse partie de l'activité composites ici à Ajaccio et enfoncer un peu plus le déficit du commerce extérieur français ..... mais cela reste une bonne idée pour aller à la pêche aux électeurs.
597|2|0|Quels que soient nos fleurons, Total, Airbus, Dassault,….on veut leur faire mettre un genou à terre.D’autres fleurons étrangers prendrons le relais et les français n’y pourront rien.
598|3|0|Petite question subsidiaire à tous les pourfendeurs des utilisateurs de jet privés : Pourquoi citer  toujours Bernard Arnaud ou François Pinaut ? Des grosses fortunes certes, qui accessoirement créent des emplois, de la richesse, développent des musées et fondations ect... En revanche pourquoi jamais ces footballeurs multimillionnaires qui partent en avion privés pour une simple soirée en boite à Ibiza et qui roulent en mega SUV,. A-t-on cité une seule fois Karim Benzema avec son Gulfstream 650, les Neymar, Messi, Ronaldo, Pogba et autres...jamais non plus les stars du Rapp, du showbiz, les Kim Kardaschian, Céline Dion, tous ces acteurs richissimes propriétaires de leur propre flotte? Ils ont droit à plus d'indulgence que les industriels? 
599|1|0|Encore une belle cible pour les égalistaristes de tout poil... C'est quoi la prochaine, les mangeurs de salade ? Ah non, les piscines privées ! Puis un jour, ce sera les bacs doubles dans les cuisines ? Cela relève de l'idéologie anti-riche, voire de la bêtise tout simplement ou même de la jalousie, qui gangrène le débat actuel autour d'une vraie nécessité de revenir à un équilibre écologique plus responsable. Là, vous tapez là où vous pensez que cela fera mal, c'est de la démagogie pure et simple ; rien d'anormal, depuis 40 ans, la société française est dans une logique "salauds de patrons" en coupant la branche qui la nourrit. Depuis 10 ans, on a aussi la logique "salauds de flics" et des "responsables" politiques osent dire qu'ils "tuent les gens". Mêmes donneurs de leçons pastèques, mêmes ayatollahs du politiquement correct... Je ne pense pas qu'il soit nécessaire, Monsieur, de relayer ces "nouvelles" car c'est leur faire de la publicité.
600|2|1|Il fera une procuration comme monsieur tout le monde...  sa voix n a pas plus de valeur... 
601|1|0|Il fera une procuration comme monsieur tout le monde...  sa voix n a pas plus de valeur... 
602|1|0|J’ai comme un doute sur les chiffres: 33 tonnes de CO2 en 7h21 de vol?! Il voyage en ariane 5?! Un petit tour rapide sur internet m’indique qu’un falcon 50 consomme 229 gallons par heure soit 867 litres par heure, ~6400 litres en 7h20, j’ai du mal a voir d’ou peuvent venir les 33 tonnes de CO2 (des bouteilles de champ ouvertent pendant le voyage peut-être…) Quelqu’un de plus au fait que moi des questions aéronautiques peut-il m’expliquer ?
603|3|0|Il ne va pas assez loin : interdisons le transport tout court et le problème sera réglé. Puis l’industrie du bâtiment et les aciéries, comme ça on aura interdit les plus gros pollueurs. C’est simple nan ? A peut être pas autant en fait 😴
604|8|11| Un lien ?
605|19|0|Heureusement vous êtes là pour le débat des idées 
606|5|0| si tu veux du débat d'idées... va voir mes interventions sur la place de la surface du Sahara dans les évolutions climatiques, au moins tu apprendras quelque chose... et tes affirmations "scientifiques" vont peut-être en prendre un coup, mais il n'est jamais trop tard pour cible les vraies causes et donc proposer de vraies solutions.
607|1|0|Certains sont meilleurs vendeurs que d'autres ...
608|1|0|Alors que proposez vous ?
609|5|0| de s'attaquer par exemple à des problèmes connus, identifiés dont on sait apporter une solution qui a fait ces preuves. Si tu reboises massivement les zones qui on été détruites par l'homme (principalement élevage extensif, agriculture par brulis et coupe des arbres pour le charbon de bois), principalement au Sahel et pourtour du Sahara, tu auras à 20 ans un changement climatique local majeur (cycle de l'eau) et mondial significatif.Tu n'auras pas cassé l'économie mondiale et tu pourras consacrer ton énergie à limiter l'impacte humain avec raison et intelligence, si, si c'est possible !
610|2|0| ah oui, et l'économie mondiale n'ayant en rien entre temps cassé, en 20 ans... "C'est l'Afrique qui a perdu le plus de forêts sur cette période, soit en moyenne environ 3,9 millions d'hectares par an"  "Initialement conçue comme un long couloir de 15 km de large traversant tout le continent africain sur 7 800 km en passant par 11 pays, cette muraille doit relier Dakar (Sénégal) à Djibouti ; cela représentera environ 117 000 km2 , ou 11,7 millions d'hectares"  (2007.... "En 2020, l'aménagement partiel de la Grande muraille verte ne couvre que quatre millions d'hectares sur cent millions envisagés")____ Bon courage.
611|0|0|Thomas Wagner Perso quand j'avais 14 ans, je me disais qu'une des solutions pour l'Homme aurait pu être de vouloir creuser un grand canal à travers tout ce Sahel (ou plus haut même, dans le Sahara)... (pour humidifier/changer le micro climat quoi.... éventuellement voir de nouvelles villes y émerger... + "canaliser" la montée des eaux de la fonte des glaciers... )... Mais qui sait s'il n'y aurait pas eu un problème de Gulfsteam... Non honnêtement... faisons un peu gaffe à nos façons de consommer...
612|0|0| précisément c'est ce que j'explique. Sauf que cette barrière verte est loin d'être une réalité et que 15 km de large c'est ridicule. Il faut reboiser massivement en profondeur pour relancer le cycle de l'eau.
613|1|0| pour rééquilibrer il faut relancer le cycle de l'eau et donc boiser en 3 D (pour faire des micro cycles de l'eau) et sur de grand surfaces.
614|0|0| oui donc en gros il faut planter des arbres quoi. Vous devriez aller expliquer ça à Emma Haziza, pourquoi s'embêter à écouter des scientifiques quand des gens pris  totalement au hasard ont la réponse ?
615|0|0| Un lien ?
616|1|0|Bravo !!
617|2|0|On les surtaxe, et avec ce pognon on finance l'autonomie énergétique des ménages français.
618|1|0|AyatollahKhmerParler de liberté tant que la sienne n’est pas entravée.Faire imposer des règles tant que l’on a le pouvoir de s’y soustraire, puisque l’on participe ou influence leur définition.Des gros mots pour crier au loup et se faufiler pour continuer son gavage inconscient.Etre aliéné au matériel et avoir le comportement de drogués.Justice social?Pour la plupart ils arrivent même à éviter la simple justice.
619|3|6| n'est-ce pas plutôt parce que vous êtes partisan d'un courant idéologique de gauche (et c'est tout fait votre droit) que vous n'aimez pas bitcoin, ça n'a rien à voir avec l'écologie (ou alors juste un petit peu), soyons honnête, la communauté bitcoin commence à vous connaître 😉Vous tenez surtout à garder de la monnaie magique (et si possible volontaire)...pour faire de la "decroissance"...ce qui en pratique me semble une aberration théorique ! Je ne comprends pas pourquoi il faut plus de monnaie pour décroître. La logique non idéologique voudrait plutôt qu'on réduise la quantité de crédits.bitcoin EST LA monnaie écologique car elle aseptiserait l'essence même de l'économie, en l'occurrence la monnaie et les crédits.C'est bien plus sobre et durable.
620|0|0| Oui Thomas Wagner a quand ?Bitcoin émet 56 fois moins que le système bancaire. ( Avec une corrélation quasi nulle avec le nombre de transactions ) D'un point de vue écologique il faudrait donc remplacer le système bancaire par son successeur légitime ( ce qui de facto annihilerait toute volatilité ). La BCE définit elle même  l'euro comme ayant une valeur intrinsèque nulle ( sur sa page "qu'est ce que la monnaie"), et reconnaît que le bitcoin est une monnaie ( précisant que juridiquement non )  et comme l'a démontré le prix Nobel  Friedmann ''L’inflation est toujours et partout un phénomène monétaire en ce sens qu’elle est et qu’elle ne peut être générée que par une augmentation de la quantité de monnaie plus rapide que celle de la production »,  
621|0|0| Source BCE : Sur l'euro n'a pas de valeur intrinsèque :"Les économies modernes, dont la zone euro, sont fondées sur la monnaie fiduciaire. Cette monnaie ayant cours légal est émise par une banque centrale, mais, contrairement à la monnaie représentative, elle ne peut être convertie en un poids fixe d’or, par exemple. Elle n’a pas de valeur intrinsèque"Sur le bitcoin est une monnaie : "Il existe même de nouvelles monnaies numériques décentralisées ou des virtual currency schemes, comme le Bitcoin, pour lesquels il n’y a pas de point de contrôle central – tel qu’une banque centrale. D’un point de vue juridique, elles ne sont pas considérées comme de la monnaie."
622|0|0| Sur Friedman et la relation M3 et inflation : Depuis 2014 et le début du QE de la BCE l'augmentation annuelle de M3 a toujours été supérieure à 5% (Source : )Le PIB n'a jamais dépassé les +3%Encore une fois Friedman avait raison
623|0|0| j'ai répondu mille fois à ces arguments, je ne compte pas recommencer ;)
624|3|0| brouillon en cours depuis 2 ans... les journées ne font que 24H !
625|0|0| n'est-ce pas plutôt parce que vous êtes partisan d'un courant idéologique de gauche (et c'est tout fait votre droit) que vous n'aimez pas bitcoin, ça n'a rien à voir avec l'écologie (ou alors juste un petit peu), soyons honnête, la communauté bitcoin commence à vous connaître 😉Vous tenez surtout à garder de la monnaie magique (et si possible volontaire)...pour faire de la "decroissance"...ce qui en pratique me semble une aberration théorique ! Je ne comprends pas pourquoi il faut plus de monnaie pour décroître. La logique non idéologique voudrait plutôt qu'on réduise la quantité de crédits.bitcoin EST LA monnaie écologique car elle aseptiserait l'essence même de l'économie, en l'occurrence la monnaie et les crédits.C'est bien plus sobre et durable.
626|4|4|Et oui, il y a des gens qui en veulent encore plus. C'est affligeant, mais c'est ça la democratie, il faut l'admettre et convaincre. En aucun cas imposer au nom d'une croyance !
627|13|0|C'est déjà le cas, non ? Et regardez la page , pas plus tard que cette semaine..
628|2|0| Mais, qui sont ces écologistes qui doivent vous sauver?
629|1|0|Et peut être un jour pour défendre les oiseaux en France, les chiens abandonnés sur les routes, les baleines massacrées, les poissons exterminés en Méditerranée, les hippopotames qui disparaissent en Afrique, la suppression des zoos et des cirques, la fin des élevages de poules industrielles en Bretagne et de leurs amis cochons, etc, etc, mais non les écolos ne cherchent qu'à faire du buzz, gagner du fric facile avec leurs associations, ne prennent AUCUN risque, et répètent tous la même chose. On comprend qu'en France les lobbies industriels se marrent de voir la nouvelle génération "écolo" s'attaquer aux avions parce qu'ils appartiennent aux ultra-riches mais ils n'ont jamais parlé de l'empreinte carbone des paradis fiscaux hein?!! On a vu récemment les ridicules défilés des nouveaux clones sortis des grandes écoles en train de faire les mêmes discours de protestation sur la pollution qu'ils ne voulaient pas entretenir dans leurs nouvelles fonctions. Une révélation subite pour le show de fin d'année et le super buzz. Seulement voilà pendant leurs études mais, ils ont fait quoi? RIEN. Pas étonnant qu'ils élisent toujours des navets qui ne produisent que des catastrophes ou des fausses lois, l'écologie française est DÉSESPÉRANTE !
630|0|0|Et oui, il y a des gens qui en veulent encore plus. C'est affligeant, mais c'est ça la democratie, il faut l'admettre et convaincre. En aucun cas imposer au nom d'une croyance !
631|0|0|hashtag#justiceclimatique. Interdiction, pourquoi pas ? En tous cas faire en sorte que les utilisateurs de jets privés soient contraints de participer à la lutte contre le dérèglement climatique, via une TRES GROSSE taxe. Il y a aussi l'impôt climatique sur les super profits des compagnies pétrolières et des banques qui les financent. Sans hashtag#justiceclimatique, pas de hashtag#justicesociale, et il sera impossible de faire comprendre au commun des mortels que certains ont le droit de participer allègrement au dérèglement climatique parce qu'ils ont de l'argent. Chaque kg de CO2 émis participe de l'élévation de la température moyenne du climat. hashtag#sobriete hashtag#sufficiency. La technologie seule ne nous sauvera pas 
632|0|0|France Culture a un débat intéressant sur ce sujet : 
633|1|0|Petite question: quel est l'impact environnemental des data center qui permettent à des milliards d'individus de surfer, souvent perdre leur temps, ou le passer à ne rien faire, sinon parfois (souvent?) lire des bétises sur les réseaux sociaux?
634|1|0|Là encore qqs compléments importants sur les comportements : 
635|14|1|Ils pourront toujours se déplacer sans leurs jets. Du coup, aucun problème avec l'interdiction.
636|0|0|Ils pourront toujours se déplacer sans leurs jets. Du coup, aucun problème avec l'interdiction.
637|1|0|De la.mesurette. Cette génération politique n'a pas de solutions d'ou ces propositions stupides. Laissez les avec leurs Jets --> avec de l'H2 au moins puisqu'ils ont de quoi payer la reconversion de leurs avions.
638|1|0|Sacré Bayou…. Comme tous ses homologues écologistes, il a toujours un avion de retard…..
639|22|33| si c'est consensuel....
640|24|0| bonne lecture : 
641|0|0| un image scandaleux pour les non scientifiques 
